Id,Front,Item A,Item B,Legs,Pilot,Rarity,Rarity (percent),Serial Number,Theme,Top,Price
4839,Ironclaw,Peacekeeper,No Item,Renegade,Mako Shark,D,0.4924,354880702888114910,Orng,Renegade,
4840,Deep Fried,Infiltrator,Ravager,Ironclaw,Purple Frog,C,0.2973,664812287936046033,Red,Spyder,
4841,Ravager,Deep Fried,No Item,Infiltrator,Tuna,C,0.2973,787515116350333058,Maverick,Buster,0.21
4842,Spyder,No Item,Renegade,Ironclaw,Grey Wolf,D,0.4924,773347080244003558,Orng,Peacekeeper,0.22
4843,Ravager,No Item,Breaker,Infiltrator,Boid,C,0.2973,360031013311280055,Corps,Infiltrator,0.1325
4844,Ravager,No Item,Infiltrator,Breaker,Fruit Bat,C,0.2973,481878869344662815,Corps,Ironclaw,0.1495
4845,Peacekeeper,Infiltrator,No Item,Peacekeeper,German Shepherd,C,0.2973,780075572790779058,Maverick,Buster,0.0875
4846,Infiltrator,Breaker,Renegade,Skyhammer,Bull,D,0.4924,144426341177145618,Orng,Breaker,0.152
4847,Breaker,Infiltrator,Infiltrator,Peacekeeper,Collie,D,0.4924,359596472648903074,Spec. Ops,Breaker,0.11
4848,Renegade,No Item,Buster,Infiltrator,Black Moose,B,0.0992,954448116022184287,Red,Ironclaw,0.126
4849,Skyhammer,No Item,Breaker,Ravager,White Mouse,D,0.4924,216947237433636026,Guardian,Peacekeeper,0.125
4850,Peacekeeper,Renegade,No Item,Spyder,Chicken,C,0.2973,426029824795004912,Ghost,Deep Fried,0.139
4851,Spyder,Breaker,No Item,Ravager,Clover,C,0.2973,360708938277224830,Snes,Ironclaw,0.11
4852,Ironclaw,Ravager,Ironclaw,Breaker,Collie,D,0.4924,074027669836549123,Corps,Peacekeeper,0.1666
4853,Skyhammer,No Item,Ironclaw,Skyhammer,Tuna,C,0.2973,366078941411812863,Corps,Ironclaw,0.155
4854,Skyhammer,No Item,No Item,Breaker,Snake,D,0.4924,216380362422771450,Orng,Renegade,0.13
4855,Buster,No Item,Peacekeeper,Ironclaw,Red Squid,A,0.0593,001107686533724200,Seal,Peacekeeper,0.3
4856,Ravager,Ironclaw,Spyder,Buster,Bear,D,0.4924,910066450336664879,Hero,Breaker,0.13
4857,Breaker,No Item,Spyder,Ironclaw,Python,D,0.4924,001782386688364296,Snes,Spyder,0.1927
4858,Buster,No Item,Renegade,Breaker,Mako Shark,D,0.4924,001287462500160035,Dune,Peacekeeper,0.06
4859,Ironclaw,No Item,No Item,Skyhammer,Orange Cat,D,0.4924,287866246866330723,Corps,Breaker,0.1425
4860,Skyhammer,Breaker,Deep Fried,Infiltrator,Tribal Boar,S,0.0296,242715615428904289,C.A.T.,Buster,0.135
4861,Peacekeeper,No Item,Ravager,Peacekeeper,Grey Hamster,D,0.4924,635033376755209120,Ghost,Ravager,0.13
4862,Deep Fried,Ironclaw,Skyhammer,Peacekeeper,Black Shiba,C,0.2973,543838973954701252,Maverick,Ironclaw,0.165
4863,Renegade,Infiltrator,Deep Fried,Infiltrator,Snake,D,0.4924,704292016082202116,Seal,Spyder,0.1
4864,Deep Fried,Infiltrator,Deep Fried,Spyder,Teal Frog,B,0.0992,655538825920609043,Hero,Ironclaw,0.2263
4865,Breaker,No Item,No Item,Spyder,Rottweiler,D,0.4924,844074726655552824,Seal,Skyhammer,0.1
4866,Buster,No Item,Ravager,Ravager,Grey Hamster,D,0.4924,420005732511483548,Seal,Buster,0.1
4867,Renegade,No Item,Ironclaw,Deep Fried,Brown Mouse,C,0.2973,786848594000007803,Red,Ironclaw,
4868,Renegade,No Item,Renegade,Breaker,Dobermann,C,0.2973,249011361066579555,Crimson,Infiltrator,
4869,Ravager,No Item,No Item,Infiltrator,Rottweiler,D,0.4924,632034919344771037,Mint,Skyhammer,
4870,Infiltrator,Skyhammer,Buster,Renegade,Zebra,B,0.0992,656084609105185667,Dune,Skyhammer,
4871,Ironclaw,No Item,Infiltrator,Deep Fried,Tiger,C,0.2973,301455396855904220,Ghost,Buster,0.07
4872,Infiltrator,No Item,No Item,Skyhammer,Golden Pupper,D,0.4924,703268440166558405,C.A.T.,Ironclaw,0.124
4873,Ironclaw,Infiltrator,Renegade,Peacekeeper,White Pupper,C,0.2973,361733875896398475,Dune,Ravager,0.125
4874,Buster,Spyder,No Item,Renegade,Loxy Doge,B,0.0992,202433206587335667,Dune,Ravager,0.1873
4875,Deep Fried,Deep Fried,No Item,Breaker,Indigo Centipede,B,0.0992,401573764970224207,Corps,Ravager,0.15
4876,Buster,Skyhammer,No Item,Buster,Dobermann,C,0.2973,724551751575333661,8008,Infiltrator,
4877,Infiltrator,No Item,No Item,Spyder,Grey Wolf,D,0.4924,771142922111667700,Seal,Spyder,
4878,Buster,No Item,Skyhammer,Deep Fried,Cave Bat,D,0.4924,002414797500658475,Dune,Skyhammer,
4879,Ironclaw,No Item,Infiltrator,Renegade,Orange Hamster,D,0.4924,637013001855146667,Hero,Ravager,
4880,Infiltrator,Skyhammer,Breaker,Ironclaw,Fruit Bat,C,0.2973,061826981155569590,Crimson,Breaker,
4881,Peacekeeper,Spyder,No Item,Deep Fried,Giraffe,A,0.0593,248703299721883074,Spec. Ops,Ravager,0.248
4882,Peacekeeper,No Item,No Item,Peacekeeper,Fox,D,0.4924,561456677766005654,High Tide,Breaker,
4883,Buster,No Item,Ironclaw,Buster,Golden Pupper,D,0.4924,214058452500906026,Spec. Ops,Ironclaw,0.248
4884,Breaker,Ironclaw,No Item,Deep Fried,Canadian Goose,D,0.4924,287573392636554218,Snes,Ravager,
4885,Spyder,No Item,Renegade,Peacekeeper,Red Frog,A,0.0593,368062477211792104,Ghost,Spyder,0.248
4886,Spyder,Ravager,No Item,Deep Fried,Tuxedo Cat,C,0.2973,781654893272774967,Dune,Skyhammer,0.18
4887,Infiltrator,No Item,Buster,Skyhammer,Bulldog,A,0.0593,606686349177186374,Orng,Breaker,0.18
4888,Breaker,Deep Fried,Skyhammer,Ravager,Orange Spider,A,0.0593,684841835660501872,Snes,Infiltrator,0.34
4889,Buster,Buster,No Item,Renegade,Koi,A,0.0593,208461606524776091,Guardian,Infiltrator,0.18
4890,Ironclaw,No Item,No Item,Renegade,Orange Cat,D,0.4924,215222607822440679,Hero,Spyder,0.054
4891,Renegade,Deep Fried,Peacekeeper,Deep Fried,Rooster,D,0.4924,563852098060083012,Snes,Spyder,0.054
4892,Skyhammer,Skyhammer,Skyhammer,Buster,Bear,D,0.4924,630045655485850375,Mobile Suit,Buster,0.061
4893,Renegade,Skyhammer,Deep Fried,Buster,Brown Mouse,C,0.2973,300408652050201028,Idol,Ironclaw,0.054
4894,Buster,No Item,Renegade,Peacekeeper,Clover,C,0.2973,489154172522933585,Puff,Skyhammer,0.06
4895,Ravager,No Item,Breaker,Ravager,Black Shiba,C,0.2973,245885731355357072,Seal,Buster,0.19
4896,Skyhammer,No Item,Peacekeeper,Infiltrator,Tribal Boar,S,0.0296,720943512422723584,Ghost,Ravager,0.141
4897,Deep Fried,Deep Fried,No Item,Skyhammer,Brown Moose,C,0.2973,787810244970221220,Spec. Ops,Renegade,0.127
4898,Peacekeeper,No Item,Skyhammer,Skyhammer,Rooster,D,0.4924,845775246733751894,Maverick,Buster,0.122
4899,Infiltrator,Ironclaw,Renegade,Peacekeeper,Bear,D,0.4924,770001271127396057,Nero,Infiltrator,0.09
4900,Breaker,No Item,Deep Fried,Skyhammer,Bulldog,A,0.0593,408414643666501829,C.A.T.,Skyhammer,
4901,Peacekeeper,Peacekeeper,No Item,Spyder,White Pupper,C,0.2973,543488728764116597,Mint,Ironclaw,0.2
4902,Peacekeeper,Infiltrator,No Item,Peacekeeper,Bull,D,0.4924,496476570742337809,Red,Breaker,
4903,Spyder,Buster,Ironclaw,Skyhammer,Mako Shark,D,0.4924,070028146248720095,C.A.T.,Ironclaw,
4904,Peacekeeper,Deep Fried,Deep Fried,Deep Fried,Shen Long,S+,0.01,906301898720007075,Dune,Infiltrator,
4905,Infiltrator,Breaker,No Item,Buster,Orange Spider,A,0.0593,680045951163447057,Grape,Buster,
4906,Infiltrator,Spyder,No Item,Spyder,Prince Cat,D,0.4924,490002920124443013,Hero,Spyder,
4907,Skyhammer,No Item,No Item,Ironclaw,Pig,D,0.4924,071505984466554559,Phantom,Buster,
4908,Breaker,Spyder,No Item,Ironclaw,White Mouse,D,0.4924,490055086696000000,Seal,Buster,
4909,Infiltrator,Skyhammer,No Item,Breaker,Hare,C,0.2973,246609563165337775,Dune,Deep Fried,0.1399
4910,Renegade,No Item,Buster,Ravager,Turkey,C,0.2973,842085939055608462,Spec. Ops,Buster,0.1499
4911,Breaker,Ravager,Infiltrator,Buster,Red Squid,A,0.0593,764442659608827787,Corps,Spyder,0.1699
4912,Peacekeeper,Ironclaw,No Item,Buster,Bull,D,0.4924,210053351718114299,Red,Ravager,0.1523
4913,Infiltrator,Infiltrator,Peacekeeper,Deep Fried,Mako Shark,D,0.4924,498453799134486052,Maverick,Ravager,0.149
4914,Ironclaw,No Item,Infiltrator,Infiltrator,Black Moose,B,0.0992,052675111877526967,Mobile Suit,Buster,0.12
4915,Ravager,Peacekeeper,Buster,Spyder,Boid,C,0.2973,660022025380007565,Crimson,Spyder,0.06
4916,Peacekeeper,No Item,No Item,Buster,Bear,D,0.4924,700033750766885462,Spec. Ops,Ravager,0.06
4917,Renegade,No Item,Skyhammer,Buster,Pig,D,0.4924,353039250011259205,Camo,Deep Fried,
4918,Buster,Deep Fried,No Item,Peacekeeper,Corgi,D,0.4924,070013377550448498,Spec. Ops,Ravager,
4919,Infiltrator,No Item,Deep Fried,Breaker,Cream Frenchie,B,0.0992,308776662144006496,Nero,Breaker,
4920,Peacekeeper,Ravager,Ironclaw,Peacekeeper,Snake,D,0.4924,000012674728459163,Corps,Spyder,
4921,Ironclaw,Infiltrator,No Item,Ironclaw,Bulldog,A,0.0593,125705683818115539,Phantom,Buster,
4922,Skyhammer,Renegade,Deep Fried,Ironclaw,Canadian Goose,D,0.4924,070098184467605646,High Tide,Ironclaw,
4923,Ironclaw,Spyder,No Item,Renegade,Bear,D,0.4924,490076704830006465,Camo,Breaker,
4924,Infiltrator,Renegade,No Item,Deep Fried,Centipede,C,0.2973,300027790129443063,Idol,Peacekeeper,
4925,Buster,No Item,Renegade,Breaker,Orange Hamster,D,0.4924,774210561522961251,Red,Renegade,
4926,Skyhammer,Deep Fried,Ravager,Buster,Mako Shark,D,0.4924,420040058460400697,Hero,Renegade,
4927,Ravager,Breaker,Buster,Renegade,Staffie,D,0.4924,142293804300002707,Mobile Suit,Ravager,0.3
4928,Infiltrator,No Item,Breaker,Spyder,Raccoon,B,0.0992,605072526111147503,Idol,Spyder,
4929,Deep Fried,No Item,Ironclaw,Buster,Salmon,C,0.2973,540084251900545653,Puff,Skyhammer,0.14
4930,Ironclaw,Skyhammer,Infiltrator,Renegade,Flamingo,A,0.0593,002659706895147039,Corps,Deep Fried,0.5
4931,Renegade,No Item,Breaker,Breaker,Polar Bear,B,0.0992,702842464000420753,Puff,Spyder,
4932,Infiltrator,Ravager,No Item,Ravager,Black Horse,D,0.4924,777110238164117706,High Tide,Renegade,0.169
4933,Buster,Deep Fried,No Item,Deep Fried,Brown Moose,C,0.2973,181509697560330033,Red,Deep Fried,0.149
4934,Skyhammer,Ironclaw,Infiltrator,Skyhammer,Tuxedo Cat,C,0.2973,000026147463361433,Grape,Breaker,0.127
4935,Breaker,No Item,No Item,Skyhammer,Prince Cat,D,0.4924,281674345677117061,Puff,Skyhammer,0.1125
4936,Infiltrator,Buster,Infiltrator,Spyder,Mako Shark,D,0.4924,567234221172708434,Maverick,Skyhammer,0.1583
4937,Ravager,No Item,Infiltrator,Deep Fried,Rabbit,D,0.4924,701898995333144994,High Tide,Ironclaw,0.16
4938,Spyder,Skyhammer,Deep Fried,Ravager,Blaze,D,0.4924,912691039210300728,Ghost,Infiltrator,0.1613
4939,Deep Fried,No Item,Renegade,Infiltrator,Penguin,B,0.0992,050792811966101272,Snes,Spyder,0.17
4940,Renegade,Ironclaw,Infiltrator,Skyhammer,White Mouse,D,0.4924,352345643054205562,Mint,Buster,0.0888
4941,Ironclaw,Peacekeeper,No Item,Peacekeeper,Bear,D,0.4924,490007179856445443,Hero,Peacekeeper,0.2175
4942,Deep Fried,Ravager,Peacekeeper,Spyder,Green Frog,D,0.4924,770975823944647012,Ghost,Buster,0.25
4943,Renegade,Ravager,Ironclaw,Ironclaw,Black Horse,D,0.4924,631249880072183554,High Tide,Deep Fried,0.192
4944,Renegade,Ravager,Renegade,Skyhammer,Peacock,B,0.0992,203008443080332022,Mint,Ironclaw,0.1369
4945,Skyhammer,No Item,No Item,Deep Fried,Collie,D,0.4924,568098991433773542,Orng,Ironclaw,0.1341
4946,Ironclaw,Breaker,Peacekeeper,Buster,Grey Wolf,D,0.4924,566634053856565408,Gb,Skyhammer,0.224
4947,Skyhammer,Deep Fried,Breaker,Spyder,Doge,B,0.0992,357651825410141254,Snes,Infiltrator,0.1269
4948,Ravager,No Item,Ironclaw,Ironclaw,Pig,D,0.4924,913024481355007823,C.A.T.,Skyhammer,0.24
4949,Buster,No Item,Skyhammer,Renegade,Turkey,C,0.2973,008033400533658448,Seal,Ravager,0.235
4950,Renegade,Buster,Skyhammer,Buster,Bengal Cat,C,0.2973,120018758072904802,Spec. Ops,Ironclaw,
4951,Peacekeeper,No Item,Peacekeeper,Infiltrator,Snake,D,0.4924,140074918766484210,Orng,Skyhammer,0.249
4952,Ravager,Renegade,Ironclaw,Ironclaw,Orange Cat,D,0.4924,281329487300369141,Grape,Deep Fried,
4953,Deep Fried,No Item,No Item,Breaker,Green Frog,D,0.4924,913684265977229052,Maverick,Skyhammer,0.173
4954,Deep Fried,Infiltrator,Peacekeeper,Ironclaw,Grey Wolf,D,0.4924,843343780972486024,Snes,Ravager,0.15
4955,Renegade,No Item,No Item,Breaker,Staffie,D,0.4924,006682963000884282,Maverick,Spyder,0.1825
4956,Renegade,Buster,No Item,Ironclaw,Boar,D,0.4924,912782381078774211,Dune,Spyder,0.1733
4957,Infiltrator,Renegade,No Item,Skyhammer,Bengal Cat,C,0.2973,180048149146667034,Orng,Ironclaw,0.175
4958,Deep Fried,No Item,Ravager,Skyhammer,Pig,D,0.4924,426018448988960743,Dune,Ironclaw,0.05
4959,Buster,No Item,Renegade,Ravager,White Mouse,D,0.4924,144600230511625483,C.A.T.,Renegade,0.085
4960,Peacekeeper,No Item,No Item,Skyhammer,Bear,D,0.4924,700012643766776359,Dune,Spyder,0.067
4961,Ravager,No Item,Renegade,Renegade,Mako Shark,D,0.4924,283652904300359007,Hero,Spyder,0.1015
4962,Infiltrator,No Item,Breaker,Ravager,Hare,C,0.2973,667703137188425025,Crimson,Ravager,
4963,Ravager,Breaker,No Item,Ravager,Bull,D,0.4924,638859935300114099,Nero,Deep Fried,
4964,Ironclaw,Ironclaw,Infiltrator,Breaker,Giraffe,A,0.0593,608731162854820063,Red,Infiltrator,
4965,Deep Fried,Spyder,Infiltrator,Ravager,Ape,B,0.0992,450042930975527273,8008,Spyder,0.125
4966,Buster,No Item,No Item,Deep Fried,Canadian Goose,D,0.4924,282521492566221884,Snes,Infiltrator,0.0875
4967,Buster,No Item,Ravager,Ironclaw,Fruit Bat,C,0.2973,721806289588569184,Ghost,Breaker,0.125
4968,Skyhammer,Skyhammer,No Item,Breaker,Tuxedo Cat,C,0.2973,423226268465889019,Hero,Breaker,0.1515
4969,Peacekeeper,No Item,Renegade,Ironclaw,Cream Frenchie,B,0.0992,404867386744470082,Orng,Peacekeeper,
4970,Deep Fried,No Item,Skyhammer,Deep Fried,Sloth,B,0.0992,306560998977506374,Orng,Renegade,
4971,Skyhammer,Ravager,No Item,Spyder,Grey Wolf,D,0.4924,286627820472006098,Camo,Peacekeeper,
4972,Buster,Skyhammer,Buster,Buster,Rooster,D,0.4924,357687250580180005,Crimson,Peacekeeper,
4973,Peacekeeper,Peacekeeper,No Item,Skyhammer,Staffie,D,0.4924,356642447732332015,Crimson,Spyder,
4974,Buster,Renegade,No Item,Ironclaw,Rottweiler,D,0.4924,636027081503116058,Royal,Peacekeeper,
4975,Spyder,Infiltrator,No Item,Peacekeeper,Orange Hamster,D,0.4924,217085172208446387,Corps,Buster,0.15
4976,Peacekeeper,No Item,No Item,Deep Fried,Blaze,D,0.4924,563435792733447014,High Tide,Buster,0.15
4977,Infiltrator,Ironclaw,No Item,Renegade,Chicken,C,0.2973,427283809163887069,Puff,Ravager,
4978,Deep Fried,Breaker,No Item,Deep Fried,Boar,D,0.4924,777518593963772803,Dune,Ironclaw,0.15
4979,Breaker,No Item,Spyder,Buster,Bull,D,0.4924,494858957633901474,Orng,Ironclaw,
4980,Skyhammer,No Item,No Item,Ravager,Python,D,0.4924,496824835466770767,Dune,Skyhammer,0.12
4981,Buster,Skyhammer,No Item,Ironclaw,Blaze,D,0.4924,071093687555887575,Mobile Suit,Ravager,0.27
4982,Spyder,No Item,Ravager,Buster,Tiger,C,0.2973,841487752255084939,Corps,Peacekeeper,
4983,Ravager,Peacekeeper,Deep Fried,Skyhammer,Snake,D,0.4924,350025743356803581,Grape,Buster,0.1759
4984,Ironclaw,No Item,No Item,Renegade,Corgi,D,0.4924,213607405866337018,Orng,Peacekeeper,0.139
4985,Infiltrator,Infiltrator,Peacekeeper,Infiltrator,Orange Cat,D,0.4924,636541616168324883,C.A.T.,Infiltrator,0.155
4986,Renegade,Spyder,No Item,Ironclaw,Rabbit,D,0.4924,635426682081776368,Ghost,Breaker,0.145
4987,Infiltrator,No Item,Ravager,Deep Fried,Bengal Cat,C,0.2973,300062991155447276,Maverick,Spyder,0.1915
4988,Spyder,Breaker,No Item,Peacekeeper,Sloth,B,0.0992,353969672235551894,Maverick,Deep Fried,0.18
4989,Buster,No Item,No Item,Skyhammer,Rottweiler,D,0.4924,840054948544338513,Idol,Skyhammer,0.102
4990,Breaker,No Item,Breaker,Breaker,White Mouse,D,0.4924,142323963655071217,Camo,Ravager,0.16
4991,Infiltrator,No Item,No Item,Breaker,Rooster,D,0.4924,071976564166225694,High Tide,Breaker,0.102
4992,Ravager,No Item,No Item,Renegade,Prince Cat,D,0.4924,914876105366442531,Guardian,Breaker,0.139
4993,Peacekeeper,Ironclaw,Deep Fried,Ironclaw,Sloth,B,0.0992,353940280727705674,Orng,Renegade,0.3
4994,Ravager,No Item,Ironclaw,Infiltrator,Dobermann,C,0.2973,901801012322726457,Nero,Infiltrator,0.149
4995,Spyder,No Item,No Item,Ironclaw,Prince Cat,D,0.4924,076464087266000689,C.A.T.,Skyhammer,0.125
4996,Ravager,No Item,Infiltrator,Ravager,Dobermann,C,0.2973,365478139388104283,Dune,Ironclaw,0.14
4997,Spyder,Spyder,No Item,Peacekeeper,Hare,C,0.2973,064405473224336004,Maverick,Buster,0.1625
4998,Buster,Deep Fried,Buster,Breaker,Fox,D,0.4924,490077965540904251,Red,Peacekeeper,0.1675
4999,Breaker,No Item,Infiltrator,Spyder,Tiger,C,0.2973,185681727688421483,Dune,Infiltrator,0.1
5000,Breaker,Infiltrator,No Item,Breaker,Fox,D,0.4924,424256467668332840,Seal,Breaker,0.1135
5001,Skyhammer,Spyder,Infiltrator,Ironclaw,Canadian Goose,D,0.4924,495069282418845218,Nero,Deep Fried,
5002,Spyder,Buster,Breaker,Buster,Bear,D,0.4924,840016553218211246,Maverick,Breaker,
5003,Peacekeeper,No Item,Infiltrator,Infiltrator,Tuna,C,0.2973,727561419766884942,Orng,Infiltrator,
5004,Infiltrator,No Item,Peacekeeper,Skyhammer,Platypus,S,0.0296,450694542100640621,Red,Skyhammer,
5005,Spyder,Buster,No Item,Deep Fried,Dobermann,C,0.2973,307291594200777248,Gb,Infiltrator,
5006,Ravager,Spyder,Renegade,Ironclaw,Grey Wolf,D,0.4924,427780680390470801,Royal,Renegade,
5007,Infiltrator,Infiltrator,No Item,Deep Fried,Chicken,C,0.2973,424878191150331445,Puff,Ironclaw,
5008,Skyhammer,Buster,No Item,Infiltrator,Clover,C,0.2973,185639913406777709,Grape,Deep Fried,
5009,Peacekeeper,No Item,No Item,Spyder,Golden Pupper,D,0.4924,212418623777117756,Seal,Ironclaw,
5010,Deep Fried,Ironclaw,Skyhammer,Deep Fried,Fruit Bat,C,0.2973,421854999936957227,Red,Skyhammer,
5011,Ironclaw,No Item,Ironclaw,Peacekeeper,Corgi,D,0.4924,562403772811270751,Dune,Ravager,
5012,Deep Fried,No Item,Skyhammer,Deep Fried,Cream Frenchie,B,0.0992,804262498911902418,Snes,Spyder,0.1525
5013,Buster,Infiltrator,No Item,Skyhammer,Golden Pupper,D,0.4924,008077247546558058,Royal,Peacekeeper,0.45
5014,Skyhammer,Renegade,Breaker,Ravager,White Mouse,D,0.4924,564679133410213500,Seal,Deep Fried,
5015,Peacekeeper,No Item,Spyder,Infiltrator,Polar Bear,B,0.0992,651433311766879518,Idol,Ravager,
5016,Buster,No Item,No Item,Peacekeeper,Rottweiler,D,0.4924,848014772533110000,Snes,Skyhammer,
5017,Ravager,Breaker,Skyhammer,Buster,Zebra,B,0.0992,704838853300150066,Orng,Ironclaw,
5018,Spyder,No Item,Deep Fried,Ironclaw,Black Pupper,C,0.2973,185264986244508561,Guardian,Skyhammer,
5019,Renegade,Infiltrator,No Item,Ravager,Cave Bat,D,0.4924,427231239088442896,Seal,Infiltrator,
5020,Infiltrator,No Item,No Item,Ravager,White Mouse,D,0.4924,914611736177666306,High Tide,Infiltrator,
5021,Breaker,No Item,Peacekeeper,Deep Fried,Boid,C,0.2973,247650393644327890,Snes,Renegade,
5022,Buster,No Item,Peacekeeper,Buster,Black Pupper,C,0.2973,540042351588324800,Snes,Spyder,0.1399
5023,Peacekeeper,No Item,Ironclaw,Ironclaw,Snake,D,0.4924,070046383700091240,Maverick,Breaker,0.1895
5024,Buster,No Item,Ravager,Infiltrator,Ape,B,0.0992,500030712588607788,Seal,Renegade,0.1355
5025,Deep Fried,No Item,Spyder,Renegade,Hare,C,0.2973,488870406922510751,Dune,Renegade,0.165
5026,Buster,Infiltrator,No Item,Peacekeeper,Doge,B,0.0992,601229179576552441,C.A.T.,Deep Fried,0.139
5027,Infiltrator,Breaker,Infiltrator,Buster,Zebra,B,0.0992,958475650142828553,Idol,Buster,0.193
5028,Renegade,No Item,No Item,Deep Fried,Corgi,D,0.4924,356062393033110098,Orng,Spyder,0.1195
5029,Skyhammer,Breaker,No Item,Ironclaw,Blue Macaw,A,0.0593,040057787463777260,Snes,Peacekeeper,0.135
5030,Skyhammer,No Item,Skyhammer,Buster,White Squid,S,0.0296,245054554466903677,8008,Skyhammer,0.1395
5031,Buster,Ironclaw,Ravager,Renegade,Tan Frenchie,A,0.0593,121274002545729129,Puff,Skyhammer,0.135
5032,Buster,No Item,Ironclaw,Spyder,White Pupper,C,0.2973,006852020588456302,Orng,Spyder,0.149
5033,Infiltrator,Ravager,Breaker,Ironclaw,Bulldog,A,0.0593,124964389188358473,Hero,Skyhammer,0.2747
5034,Spyder,No Item,No Item,Spyder,Green Frog,D,0.4924,566305124255334256,Seal,Buster,0.134
5035,Skyhammer,No Item,Skyhammer,Renegade,Tiger,C,0.2973,245654901411807067,Dune,Skyhammer,0.165
5036,Spyder,Spyder,Buster,Renegade,Bengal Cat,C,0.2973,360048106236543688,Maverick,Ironclaw,0.242
5037,Ravager,Ravager,No Item,Ravager,Penguin,B,0.0992,757024332372557881,Red,Skyhammer,0.223
5038,Peacekeeper,Peacekeeper,Renegade,Skyhammer,Boid,C,0.2973,123880140764026369,Puff,Renegade,
5039,Ironclaw,No Item,No Item,Renegade,Bear,D,0.4924,000077700822118579,Phantom,Peacekeeper,0.1404
5040,Ironclaw,Skyhammer,Ironclaw,Renegade,Boid,C,0.2973,007680709815187036,Ghost,Renegade,0.141
5041,Spyder,No Item,Buster,Peacekeeper,Rooster,D,0.4924,633834379277666972,Gb,Skyhammer,0.16
5042,Buster,No Item,No Item,Spyder,Corgi,D,0.4924,915469728533339121,Puff,Deep Fried,0.176
5043,Peacekeeper,No Item,Skyhammer,Deep Fried,Indigo Centipede,B,0.0992,709502996755256356,Seal,Spyder,0.167
5044,Skyhammer,Breaker,No Item,Buster,Bengal Cat,C,0.2973,060025650421337734,Orng,Buster,0.167
5045,Breaker,No Item,Buster,Infiltrator,Clover,C,0.2973,722128911666604218,Orng,Ironclaw,
5046,Ironclaw,No Item,Skyhammer,Renegade,Tiger,C,0.2973,607051105800602456,Camo,Infiltrator,
5047,Ironclaw,No Item,Peacekeeper,Breaker,Tuna,C,0.2973,723036167877169177,Puff,Breaker,
5048,Ravager,Buster,No Item,Breaker,Centipede,C,0.2973,781573362384333563,Corps,Ravager,0.1494
5049,Buster,Ravager,No Item,Infiltrator,White Pupper,C,0.2973,361730514560559040,Crimson,Renegade,0.15
5050,Renegade,No Item,No Item,Breaker,Cave Bat,D,0.4924,917297767055440618,Snes,Peacekeeper,0.1375
5051,Skyhammer,Breaker,No Item,Deep Fried,Fruit Bat,C,0.2973,487272798484117072,Seal,Spyder,
5052,Buster,No Item,Skyhammer,Infiltrator,Polar Bear,B,0.0992,207095415588558593,Idol,Buster,
5053,Spyder,No Item,No Item,Peacekeeper,Green Frog,D,0.4924,071853870233552173,Grape,Ravager,0.149
5054,Renegade,Deep Fried,Deep Fried,Ravager,White Mouse,D,0.4924,914601934030907241,C.A.T.,Infiltrator,0.3
5055,Peacekeeper,Ironclaw,No Item,Buster,Tiger,C,0.2973,780005354727665433,Red,Buster,
5056,Peacekeeper,Renegade,Deep Fried,Ironclaw,Orange Cat,D,0.4924,843911789782606647,C.A.T.,Infiltrator,
5057,Skyhammer,Infiltrator,No Item,Breaker,Canadian Goose,D,0.4924,492548563462557789,Grape,Ironclaw,
5058,Deep Fried,No Item,Ironclaw,Peacekeeper,Ape,B,0.0992,750084472922909114,High Tide,Skyhammer,0.147
5059,Peacekeeper,Deep Fried,Ravager,Buster,Grey Hamster,D,0.4924,779054251740889181,Grape,Skyhammer,
5060,Skyhammer,No Item,No Item,Deep Fried,Cave Bat,D,0.4924,002441995455225690,Orng,Infiltrator,
5061,Renegade,Ironclaw,No Item,Deep Fried,Pig,D,0.4924,841516698000440078,High Tide,Breaker,
